sampling,invalid_value,missing_value,floating_point,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
2,4,3,2,4,1,5,7,2,2,2,2,1,0.19594594594594594,0.19266994266994267,0.18923,1.87874,0.04291010485920484,3.336892052194543,326.47,0.5,148.51,0.3,187.26,0.32,398.08,0.28,4454.76,0.28,801.62,0.21,392.0,0.4,813.0,0.35,39.72,0.13,166.21,0.35,744.73,0.08,797.36,0.03,217.62,0.21,44.54,0.08,0.1557193867111959
4,2,5,3,1,2,4,6,1,1,1,2,1,0.22449732521674967,0.22449732521674967,0.18691,1.00463,0.04673386071495163,3.833989501312336,273.48,0.31,902.82,0.28,1643.4,0.27,780.33,0.51,1684.78,0.71,108.42,0.17,391.02,1.0,91.72,0.09,2759.62,0.55,265.49,0.31,7094.81,0.28,1707.97,0.06,226.98,0.26,0.15837427495375184,,
4,3,9,4,4,1,3,4,2,2,1,2,1,0.23639549898542705,0.23639549898542705,0.18304,0.97927,0.045761641812593665,3.830357142857143,615.4,0.28,209.93,0.31,615.4,0.32,734.58,0.28,370.66,0.28,1463.59,0.26,704.05,0.51,1513.15,0.71,80.17,0.15,330.07,1.0,362.66,0.08,910.17,0.14,943.52,0.25,77.68,0.1,0.09079974485921696
1,3,5,2,3,1,3,6,1,1,1,1,1,0.24685215895829493,0.2457465757631595,0.18862,1.97162,0.042116118396430195,3.223728813559322,484.62,0.38,438.15,0.3,484.62,0.4,1553.26,0.29,1081.45,0.29,2541.53,0.21,1480.7,0.41,2605.4,0.34,142.17,0.14,546.66,0.34,485.45,0.08,1134.88,0.13,1842.67,0.23,143.75,0.1,0.10837020613970343
2,3,2,3,2,2,4,3,2,1,1,2,1,0.25900900900900903,0.26044226044226043,0.15049,1.71124,0.035058252317974936,3.9609929078014185,0.0,1.0,90.58,0.42,289.65,0.23,118.91,0.53,280.73,0.35,0.0,1.0,44.9,0.37,0.0,1.0,4681.93,0.41,1092.76,0.16,352.94,1.0,352.94,0.14,0.04983012457531144,,,,
4,1,3,1,2,1,2,5,1,2,2,2,1,0.27614831211953517,0.27734735288692125,0.19015,0.98527,0.04754129971164113,3.7544080604534007,262.82,0.42,257.26,0.3,262.82,0.41,894.38,0.28,263.89,0.28,1688.38,0.26,842.33,0.51,1727.57,0.71,102.93,0.17,409.73,1.0,253.43,0.08,223.38,0.14,223.38,0.28,87.99,0.09,0.17841778024049532
1,3,8,1,4,1,4,4,2,1,1,1,1,0.20748111295374977,0.2075425342423684,0.19769,2.0013,0.04392663061988083,3.1733634311512415,264.39,0.31,319.11,0.31,264.39,0.32,1172.99,0.28,14302.14,0.28,1915.21,0.21,1092.53,0.4,1960.23,0.33,103.55,0.15,439.45,0.33,2258.51,0.08,475.86,0.14,475.72,0.23,106.3,0.1,0.15037671608080433
1,2,4,1,4,2,5,6,1,1,1,1,1,0.18579939807137152,0.18549229162827835,0.19639,1.91361,0.04427360317142809,3.148534957934436,515.48,0.31,1863.6,0.29,1921.62,0.17,1762.84,0.41,3062.68,0.33,183.99,0.15,678.53,0.34,161.51,0.09,1160.26,0.47,791.95,0.3,15805.07,0.29,3319.19,0.07,3124.13,0.04,688.22,0.25,0.17640921750672336
1,4,6,3,1,2,2,4,1,2,1,1,1,0.21006080707573244,0.20164609053497942,0.19539,2.03701,0.043157259695922566,3.191914704575744,334.39,0.3,1261.62,0.28,1910.65,0.2,1113.55,0.4,1958.89,0.33,104.76,0.15,436.93,0.33,127.44,0.09,504.45,0.48,453.22,0.29,465.29,0.28,488.88,0.07,474.35,0.13,0.16946717850705673,,
2,2,2,1,2,1,2,4,2,1,2,2,1,0.24365274365274364,0.2493857493857494,0.18303,1.92447,0.041198119357860045,3.2148040638606674,129.65,0.51,134.34,0.3,139.4,0.41,338.03,0.29,136.68,0.29,596.13,0.21,320.16,0.39,609.78,0.34,32.09,0.14,119.95,0.34,127.13,0.09,101.75,0.15,101.79,0.29,39.13,0.09,0.16847919739590003
1,2,2,2,2,1,1,4,2,1,2,1,1,0.2622074811129538,0.2622074811129538,0.20197,2.04071,0.044581695946279844,3.2195899772209566,374311.29,0.42,355.37,0.0,48008.74,0.4,1118.35,0.0,88874.09,0.29,1957.25,0.0,1136.36,0.0,2000.38,0.0,105.36,0.0,460.02,0.0,1510.58,0.07,590.22,0.14,92.66,0.25,108.4,0.0,0.16281020491460413
4,1,5,4,1,2,2,4,2,2,1,2,1,0.19738055709278732,0.19055524810920493,0.19678,0.99448,0.04920275494187621,3.990251827782291,199.85,0.3,690.75,0.27,1375.77,0.25,637.9,0.51,1425.58,0.71,79.24,0.16,369.9,1.0,78.74,0.09,194.3,0.27,220.88,0.27,276.96,0.06,212.78,0.13,0.1972950082891317,,,,
3,4,5,3,3,2,5,8,2,2,1,1,1,0.2315013816395456,0.22781700951796133,0.18463,1.89057,0.0417921641537962,3.237201365187713,68.48,0.32,302.6,0.29,561.68,0.21,293.4,0.41,568.54,0.36,24.05,0.15,105.19,0.35,53.68,0.08,651.2,0.55,16.49,0.31,3778.92,0.29,306.13,0.08,119.51,0.24,0.1572799165027498,,
4,1,7,1,3,1,3,4,1,1,1,2,1,0.25604132078952224,0.2549345139273197,0.18788,0.971,0.04696633110058545,3.7810480976310124,250.9,0.37,287.24,0.31,250.9,0.32,820.87,0.28,467.81,0.28,1530.62,0.25,747.63,0.51,1580.33,0.71,94.14,0.16,354.09,1.0,281.49,0.08,679.07,0.13,1024.4,0.25,83.22,0.1,0.10986516121996673
4,3,6,4,5,1,4,2,1,2,1,2,1,0.2624976941523704,0.2624976941523704,0.2036,1.04138,0.050887105434049354,4.058483754512635,23988.07,0.39,175.52,0.28,23988.07,0.41,727.69,0.23,4620.75,0.23,1606.09,0.24,699.7,0.51,1660.85,0.71,72.97,0.11,456.31,1.0,46884.85,0.04,41392.58,0.06,21725.41,0.19,71.91,0.05,0.1762866167594763
4,4,7,4,1,2,1,3,1,1,2,1,1,0.23104593248478142,0.23104593248478142,0.17033,0.92582,0.04252684317054456,4.913000977517107,145.48,0.0,587.1,0.0,1284.85,0.0,559.22,0.0,1338.05,0.0,67.01,0.0,310.56,0.0,67.93,0.0,45103.74,0.5,45103.74,0.43,127841.05,0.25,1231.02,1.0,1231.02,1.0,1231.02,0.14,0.12442090170951961
4,3,6,4,3,1,5,5,2,1,1,1,1,0.2529053680132817,0.25364323925475,0.1932,1.01292,0.04830351051018815,3.5982028241335047,3.97,0.39,254.38,0.3,3.97,0.35,840.44,0.28,12588.67,0.28,1576.73,0.25,860.61,0.5,1625.41,0.71,112.4,0.16,391.66,1.0,803.75,0.08,139.99,0.15,139.99,0.27,85.86,0.09,0.15752800327664546
1,1,7,1,4,2,4,4,1,2,1,2,1,0.21337755666113875,0.2138075056814692,0.19812,2.00651,0.04398468467318548,3.1665162454873648,312.87,0.31,1174.04,0.28,1913.2,0.21,1098.79,0.4,1957.84,0.33,106.19,0.14,439.98,0.33,105.19,0.09,265.44,0.29,14257.38,0.28,2258.43,0.08,484.02,0.23,0.15459627927219813,,,,
3,1,7,1,2,2,5,3,2,2,2,1,1,0.2600552655818238,0.2594412035615597,0.16181,1.74608,0.037508153946510074,3.9213483146067416,0.0,1.0,67.09,0.4,192.35,0.21,90.48,0.51,187.45,0.35,0.0,1.0,31.81,0.36,0.0,1.0,174.94,0.65,576.5,0.16,223.14,1.0,223.13,0.17,0.06822262118491922,,,,
2,3,9,4,3,1,5,3,1,2,2,1,1,0.2502047502047502,0.2495904995904996,0.1548,1.69703,0.036141581997343665,3.8469750889679717,80.13,0.52,0.0,1.0,80.13,0.41,81.76,0.4,2954.97,0.14,291.11,0.23,114.09,0.53,282.32,0.35,0.0,1.0,45.56,0.37,353.78,1.0,353.78,1.0,353.78,0.13,0.0,1.0,0.011668611435239206
1,2,9,2,4,1,4,7,2,2,2,1,1,0.2248019163442049,0.2254775505190099,0.19548,1.97734,0.04360808128030977,3.1259814418272662,10820.06,0.47,384.62,0.31,291.43,0.34,1419.19,0.29,17607.75,0.29,2471.09,0.21,1367.67,0.41,2527.76,0.33,158.97,0.15,535.59,0.34,2743.45,0.07,686.88,0.15,558.67,0.24,126.7,0.09,0.16708235959110576
3,4,8,1,4,1,3,5,1,2,2,1,1,0.2118513969910961,0.2078599938593798,0.18575,1.94641,0.041662862689946664,3.304270462633452,144.25,0.57,69.22,0.32,227.31,0.28,301.43,0.29,272.88,0.29,537.71,0.21,301.7,0.41,547.93,0.36,22.88,0.15,103.88,0.34,172.14,0.08,312.65,0.12,326.17,0.2,59.82,0.09,0.11166897111035566
1,1,9,3,4,2,4,1,1,1,1,2,1,0.20600700202690253,0.2082181684171734,0.18716,2.00571,0.04155447945074113,3.2154979186679475,445.99,0.31,1670.2,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,143.24,0.1,335.74,0.29,20563.53,0.29,3103.76,0.08,669.8,0.26,0.16181289194169182,,,,
1,2,3,1,1,1,3,4,1,1,2,2,1,0.17025981205085683,0.16982986303052638,0.18613,2.0012,0.041359042805284976,3.173567544960268,337.68,0.47,387.44,0.31,1052.35,0.29,1276.5,0.29,494.57,0.29,2077.34,0.21,1215.67,0.41,2143.72,0.33,112.15,0.14,420.59,0.33,503.48,0.07,412.02,0.04,1293.27,0.2,113.81,0.1,-0.03814152152247163
3,3,7,3,1,2,1,4,2,1,1,2,1,0.20356155971753148,0.20356155971753148,0.18257,1.96259,0.04084464563595504,3.210633946830266,60.91,0.0,282.17,0.0,433.73,0.0,266.66,0.0,434.86,0.0,17.38,0.0,83.74,0.0,62.65,0.0,230.7,0.3,27281.5,0.29,43.78,0.09,270.59,0.25,0.09604843984050296,,,,
1,1,9,3,1,2,5,1,1,1,1,1,1,0.1932313739942264,0.19310853141698914,0.18716,2.00571,0.04155447945074113,3.2154979186679475,445.99,0.31,1670.2,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,143.24,0.1,881.21,0.28,8476.43,0.29,3605.23,0.08,805.1,0.26,0.1882143961661508,,,,
1,1,4,2,2,1,1,7,1,2,2,2,1,0.24826484859652356,0.24826484859652356,0.17807,1.85355,0.04053769149481262,3.356914326341984,65721.46,0.38,457.55,0.0,65721.46,0.38,1664.99,0.0,110938.81,0.32,1519.74,0.0,1555.41,0.0,2470.92,0.0,185.96,0.0,499.24,0.0,2005.02,0.06,171.09,0.13,171.09,0.26,158.15,0.0,0.1885668185372258
3,2,6,2,1,1,2,2,1,2,2,1,1,0.20171937365673934,0.2342646607307338,0.19612,2.3632,0.040993799789960025,3.0815533980582526,327.34,0.44,51.75,0.3,520.75,0.22,218.5,0.26,99.58,0.26,451.85,0.18,248.8,0.39,457.26,0.32,14.06,0.1,90.26,0.3,208.48,0.08,721.06,0.06,953.55,0.06,59.59,0.06,0.1682816519972918
4,1,4,4,4,1,2,1,1,1,2,2,1,0.2312304002951485,0.2293857221914776,0.19443,1.0,0.04861175168342403,3.853178155774396,395.56,0.27,357.01,0.31,395.56,0.29,1324.88,0.28,395.56,0.28,1441.6,0.21,1194.4,0.52,2500.43,0.71,116.7,0.16,625.14,1.0,395.56,0.08,395.56,0.14,395.56,0.26,107.16,0.09,0.15218594355285003
2,4,2,1,2,2,4,7,1,2,1,1,1,0.24692874692874692,0.24672399672399672,0.18261,1.80635,0.04189573241574439,3.292654028436019,180.11,0.3,406.03,0.28,782.46,0.22,403.57,0.4,798.92,0.35,41.58,0.13,154.06,0.36,44.13,0.08,4334.2,0.5,10216.56,0.43,1964.12,0.28,347.98,0.08,111.35,0.26,0.15651933892510891,,
3,1,8,4,3,1,1,5,2,2,2,1,1,0.2450107460853546,0.2450107460853546,0.1664,1.9863,0.03707828269006487,3.2003853564547207,10858.19,0.38,60.24,0.0,10858.19,0.36,282.33,0.0,36874.5,0.3,481.69,0.0,294.03,0.0,500.29,0.0,23.03,0.0,73.2,0.0,105.52,0.09,274.1,0.16,274.1,0.26,60.18,0.0,0.08935285781766653
1,4,2,4,1,2,5,4,1,2,1,2,1,0.1747435661200172,0.1756034641606781,0.19546,2.03405,0.04319394994853052,3.2015124555160144,354.1,0.3,1237.39,0.28,1970.66,0.2,1115.54,0.4,2014.45,0.33,112.67,0.14,438.56,0.33,111.9,0.09,147.98,0.45,650.66,0.29,6001.24,0.28,2617.94,0.07,2277.86,0.14,567.15,0.26,0.17175431864296992
4,3,1,4,1,2,4,3,1,1,2,1,1,0.21226307376113268,0.2124914364010048,0.17423,0.91258,0.0434816282732481,4.47927927927928,0.0,1.0,230.65,0.15,722.98,0.26,271.96,0.5,739.42,0.68,0.0,1.0,153.2,1.0,0.0,1.0,651.98,0.41,4089.68,0.15,678.68,1.0,678.68,0.15,0.06960716747070986,,,,
2,3,7,3,3,2,5,4,2,2,2,2,1,0.2190827190827191,0.22153972153972154,0.18896,2.026,0.04182324415213227,3.219033232628399,131.17,0.3,353.11,0.28,555.71,0.21,348.37,0.4,562.49,0.34,29.17,0.14,120.97,0.33,54.01,0.09,10.08,0.34,4351.67,0.28,336.4,0.09,101.22,0.26,0.13397431069344906,,,,
4,1,7,3,2,2,2,5,2,1,1,2,1,0.2709832134292566,0.2802988378527947,0.18937,0.97714,0.04734273589647164,3.731552162849873,253.69,0.31,882.05,0.28,1665.3,0.25,815.17,0.51,1703.85,0.71,103.5,0.17,398.88,1.0,88.64,0.09,267.74,0.41,266.01,0.28,247.44,0.08,221.09,0.26,0.17585583224721876,,,,
2,4,1,3,5,2,1,8,1,1,1,2,1,0.210641627543036,0.210641627543036,0.17487,1.8904,0.03958233360593506,3.3888070692194403,112.64,0.0,335.4,0.0,595.39,0.0,313.07,0.0,609.45,0.0,24.19,0.0,116.21,0.0,35.99,0.0,103336.56,0.41,28321.86,0.27,36957.09,0.07,59537.78,0.05,40313.62,0.16,0.07441155876400093,,
3,2,1,4,2,1,3,4,2,2,1,1,1,0.21266540642722118,0.20982986767485823,0.18279,1.85166,0.041646772765805605,3.244155844155844,137.45,0.49,37.99,0.33,137.45,0.56,203.71,0.28,83.88,0.28,378.47,0.21,172.04,0.41,394.91,0.36,14.67,0.15,68.01,0.35,266.1,0.07,407.34,0.05,87.38,0.16,58.12,0.09,0.1768804496400215
3,4,6,2,4,2,3,8,2,1,1,2,1,0.20970217992017193,0.21000921093030397,0.18373,1.97011,0.041049343632603055,3.2972972972972974,62.37,0.31,268.05,0.29,530.92,0.21,267.61,0.41,529.71,0.36,21.69,0.14,99.67,0.34,53.22,0.08,143.62,0.54,168.49,0.27,270.18,0.29,143.35,0.07,230.44,0.18,0.08475092612563821,,
1,2,3,3,2,2,5,7,2,1,1,1,1,0.2321110496898225,0.23112830907192433,0.18712,1.94466,0.04196990692031444,3.157284203343569,414.86,0.3,1551.43,0.29,2531.47,0.22,1474.56,0.41,2589.81,0.33,162.73,0.15,522.77,0.34,129.64,0.09,1960.38,0.48,2969.85,0.36,5138.8,0.29,1292.85,0.08,2114.15,0.04,331.0,0.27,0.18867323277100348
4,3,3,3,4,1,3,1,1,1,2,2,1,0.23639549898542705,0.23639549898542705,0.19078,0.99954,0.047699862489546975,3.8147333699835073,848.96,0.29,276.7,0.31,848.96,0.31,1046.41,0.28,487.92,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,447.16,0.08,1213.31,0.14,1258.45,0.26,95.26,0.09,0.10326382848238704
4,1,8,2,3,2,5,1,1,2,2,1,1,0.22966242390702823,0.2302158273381295,0.19078,0.99954,0.047699862489546975,3.8147333699835073,276.7,0.31,1046.41,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,95.26,0.09,1.43,0.3,16290.75,0.28,949.12,0.08,192.22,0.25,0.15578828138200343,,,,
3,4,3,3,4,2,2,2,2,2,1,2,1,0.1998771875959472,0.197113908504759,0.20374,2.45724,0.04190655439777441,3.2208835341365463,46.13,0.28,203.54,0.25,461.91,0.18,222.85,0.39,460.25,0.32,11.86,0.09,98.1,0.29,47.74,0.05,189.73,0.46,226.42,0.26,87.05,0.25,305.87,0.06,547.9,0.02,292.18,0.21,0.17389514197139436
4,1,8,1,3,1,2,8,1,2,1,2,1,0.25604132078952224,0.26295886367828814,0.18581,0.97199,0.046448118441368716,3.7741745283018866,232.33,0.33,243.22,0.3,232.33,0.34,1000.36,0.28,276.84,0.28,1813.82,0.26,892.94,0.51,1856.36,0.71,123.82,0.16,420.84,1.0,314.2,0.08,223.65,0.15,223.65,0.3,87.56,0.09,0.17331915709518358
2,3,9,3,1,1,1,4,1,2,1,1,1,0.20434070434070434,0.20434070434070434,0.1775,2.03317,0.03923986739160662,3.209205020920502,355.69,0.3,150.0,0.0,355.69,0.31,345.04,0.0,46215.64,0.28,633.1,0.0,345.03,0.0,646.05,0.0,27.32,0.0,115.04,0.0,68.46,0.09,368.5,0.14,368.5,0.25,50.41,0.0,0.07579916388666019
1,4,8,4,1,1,5,5,1,1,1,2,1,0.21878263005957865,0.2185369449051041,0.18777,1.98805,0.04181414610681124,3.244865718799368,694.84,0.54,371.1,0.3,698.06,0.28,1368.43,0.29,6958.22,0.29,2215.87,0.21,1311.93,0.4,2266.67,0.33,130.88,0.16,467.53,0.33,2985.2,0.06,899.18,0.15,571.7,0.27,142.26,0.1,0.1666604657846019
1,4,7,4,5,1,5,2,1,1,1,1,1,0.2565567225600393,0.25999631472268286,0.21427,2.52949,0.04351286237442036,3.1546351084812625,3014.8,0.54,301.88,0.27,2156.63,0.39,1176.61,0.24,4593.89,0.24,2204.58,0.18,1176.35,0.4,2259.43,0.3,84.26,0.1,536.07,0.28,1505.26,0.06,1118.41,0.08,2034.6,0.2,97.3,0.06,0.1929296825606556
1,1,4,1,1,2,1,1,1,1,2,2,1,0.2015846692463608,0.2015846692463608,0.19098,2.00332,0.042419081225051385,3.233229329173167,571.82,0.0,2114.19,0.0,2159.59,0.0,1967.01,0.0,3391.25,0.0,161.44,0.0,729.93,0.0,167.77,0.0,1952.51,0.29,232602.78,0.29,331.19,0.08,2112.25,0.2,0.09992234007099463,,,,
3,3,1,4,1,2,3,8,1,2,1,2,1,0.2012937595129376,0.2009132420091324,0.17866,1.94554,0.040078275950985676,3.3830570902394106,60.93,0.31,253.45,0.28,548.65,0.21,255.7,0.41,547.75,0.36,23.04,0.14,95.72,0.34,52.63,0.08,216.16,0.29,216.0,0.28,127.47,0.07,216.07,0.21,-0.022922807547930357,,,,
4,3,4,2,4,1,1,4,1,1,1,2,1,0.2190555248109205,0.2190555248109205,0.19562,0.99013,0.04890994026972916,3.838769230769231,2290.18,0.3,295.62,0.0,2290.18,0.32,955.21,0.0,198179.46,0.28,1066.38,0.0,872.04,0.0,1848.78,0.0,82.71,0.0,457.6,0.0,445.66,0.08,1116.18,0.14,1116.59,0.23,95.34,0.0,0.10305595539220483
4,2,4,1,4,1,4,7,2,1,2,2,1,0.1924921601180594,0.19193875668695812,0.20223,0.95282,0.05053426161757978,3.7903066271018795,9575.33,0.41,313.14,0.31,102.63,0.3,1184.85,0.29,18501.27,0.29,1342.27,0.21,1084.25,0.51,2362.74,0.71,133.02,0.17,598.0,1.0,1835.94,0.07,1731.15,0.04,285.38,0.23,92.38,0.09,0.17666042687671493
3,4,8,1,5,2,2,3,2,1,1,2,1,0.25176542830825915,0.25176542830825915,0.17393,1.82036,0.03984558144991885,3.806122448979592,0.0,1.0,84.24,0.41,220.54,0.22,111.61,0.51,218.73,0.34,0.0,1.0,38.53,0.35,0.0,1.0,91.34,0.68,16.78,0.16,1587.08,1.0,1666.36,0.28,0.13187440907658368,,,,
3,4,2,2,5,2,2,3,1,2,1,2,1,0.23579981578139392,0.23334356770033773,0.1639,1.75321,0.037951377299456426,3.9085714285714284,0.0,1.0,69.61,0.4,191.1,0.22,88.07,0.51,190.09,0.34,0.0,1.0,31.9,0.36,0.0,1.0,107.86,0.52,392.03,0.5,11.69,0.16,1452.23,1.0,1532.16,0.24,0.11241972530820793,,
2,3,2,3,5,1,2,6,2,2,2,2,1,0.23955773955773957,0.23832923832923833,0.17704,1.89961,0.04001080742253786,3.282758620689655,175.8,0.42,161.96,0.3,175.8,0.4,423.43,0.28,155.77,0.28,750.87,0.22,416.87,0.4,766.67,0.35,38.95,0.14,146.44,0.34,183.84,0.09,164.43,0.14,159.15,0.25,50.21,0.09,0.1681316421636218
3,1,7,2,1,1,3,1,2,1,1,1,1,0.2001842186060792,0.20141234264660732,0.18436,2.0,0.04098464661844943,3.198083067092652,277.2,0.29,78.0,0.32,277.2,0.29,336.01,0.29,231.75,0.29,567.79,0.21,327.08,0.41,574.58,0.35,22.99,0.15,108.37,0.33,57.93,0.09,340.58,0.14,340.73,0.2,63.06,0.1,-0.03310502283105021
4,3,7,1,5,2,3,5,1,2,2,1,1,0.2413761298653385,0.2444198487363955,0.19277,0.99366,0.04819890342823639,3.75,287.61,0.3,994.98,0.28,1840.76,0.26,892.1,0.51,1886.22,0.71,104.75,0.16,455.52,1.0,97.77,0.09,370.35,0.41,195.39,0.28,684.13,0.08,536.44,0.29,0.17678984237842793,,,,
3,2,1,3,4,2,5,4,2,2,2,2,1,0.20274102079395084,0.2003780718336484,0.19727,1.86756,0.044833946188863515,3.1043956043956045,40.55,0.32,203.13,0.29,331.04,0.22,172.07,0.4,340.96,0.37,15.47,0.16,70.59,0.35,47.53,0.08,108.73,0.46,1580.37,0.29,315.33,0.08,302.09,0.18,0.16682875251759108,,,,
4,3,2,1,3,2,4,4,2,2,1,1,1,0.22966242390702823,0.23086146467441432,0.19482,0.98848,0.04871232570347613,3.80370942812983,202.12,0.3,692.42,0.27,1368.4,0.25,650.59,0.51,1413.73,0.71,74.89,0.16,356.64,1.0,72.22,0.09,1841.17,0.38,14304.22,0.27,679.87,0.08,120.25,0.26,0.13453527880786886,,,,
3,2,9,4,3,1,3,2,1,1,1,1,1,0.24685293214614676,0.24255449800429843,0.20228,2.45156,0.041645702671601746,3.0736434108527133,384.69,0.53,46.55,0.29,7.73,0.28,226.65,0.25,234.16,0.25,447.86,0.18,242.17,0.4,451.26,0.31,12.9,0.1,94.47,0.29,54.83,0.07,50.5,0.07,164.62,0.2,60.54,0.06,0.11302223732646163
3,1,6,2,2,2,3,6,2,1,1,2,1,0.2600552655818238,0.26097635861221985,0.18371,1.94056,0.0412460714322759,3.2261306532663316,75.3,0.32,335.84,0.29,552.89,0.21,318.57,0.41,561.29,0.36,23.19,0.15,104.78,0.34,57.77,0.09,145.51,0.43,173.97,0.29,292.95,0.09,390.13,0.26,0.10136500136500136,,,,
4,1,1,4,5,1,3,6,1,1,1,2,1,0.24857273350079928,0.2482301895409911,0.19177,0.98707,0.04794705996336521,3.783814374646293,378.54,0.4,305.94,0.3,378.54,0.43,1027.98,0.28,182.81,0.28,1885.47,0.26,925.71,0.51,1934.12,0.71,112.91,0.16,468.87,1.0,692.79,0.08,1332.7,0.14,696.12,0.25,93.34,0.09,0.16909498791493666
2,2,3,4,1,1,2,8,2,2,1,2,1,0.1685094185094185,0.17403767403767403,0.18128,1.9121,0.04088437543472315,3.361431870669746,200.97,0.49,153.71,0.31,180.22,0.28,409.25,0.28,169.05,0.28,777.6,0.21,407.21,0.4,790.76,0.35,35.57,0.13,157.34,0.34,302.04,0.07,205.67,0.04,187.65,0.13,41.94,0.08,0.15374406197925736
2,4,4,4,5,1,4,3,1,1,2,1,1,0.2076167076167076,0.207002457002457,0.15663,1.69146,0.03659473666009615,4.0474777448071215,4014.05,0.45,0.0,1.0,5727.67,0.43,111.64,0.16,1230.95,0.16,224.4,0.19,141.07,0.53,354.88,0.35,0.0,1.0,60.35,0.37,15360.77,1.0,15360.77,1.0,7552.38,0.38,0.0,1.0,0.07202993451824134
3,3,7,4,1,2,1,5,1,2,2,2,1,0.20356155971753148,0.20356155971753148,0.18108,2.01476,0.040157869757450115,3.225862068965517,69.94,0.0,306.27,0.0,559.99,0.0,291.02,0.0,563.23,0.0,23.76,0.0,97.63,0.0,69.63,0.0,254.17,0.28,32859.73,0.29,46.3,0.08,317.01,0.25,0.12657862842364687,,,,
2,4,3,1,2,2,4,7,1,1,2,1,1,0.2156019656019656,0.2156019656019656,0.18494,1.79118,0.042532019913261984,3.260920897284534,178.76,0.3,414.23,0.28,777.68,0.21,400.08,0.4,795.18,0.35,37.47,0.13,156.98,0.36,40.72,0.08,4631.88,0.51,10075.01,0.45,1919.45,0.28,367.38,0.08,588.97,0.04,120.61,0.28,0.16780572152162504
1,4,5,4,5,2,3,7,2,1,1,1,1,0.24722068669000677,0.2464222099379645,0.18997,1.9488,0.04257826804608928,3.198475811795891,452.44,0.3,1629.81,0.29,2635.99,0.21,1516.96,0.41,2690.58,0.34,146.23,0.14,563.74,0.34,137.86,0.1,522.54,0.4,408.69,0.29,1074.69,0.08,1050.45,0.25,0.18279281166552788,,,,
3,3,1,3,1,2,3,6,1,1,2,2,1,0.2012937595129376,0.2009132420091324,0.17824,1.94794,0.03996902201697716,3.3637992831541217,59.52,0.31,304.62,0.29,571.13,0.21,301.46,0.42,577.73,0.36,25.45,0.15,97.16,0.34,62.86,0.09,239.5,0.28,214.86,0.29,36.75,0.06,308.43,0.24,-0.040339073341991216,,,,
4,2,4,2,3,1,3,2,2,2,2,1,1,0.20724958494742668,0.20752628666297732,0.20634,1.04167,0.051568736350628835,4.116814159292035,1053.0,0.48,264.31,0.28,120.44,0.26,922.65,0.22,330.85,0.22,1147.84,0.19,871.88,0.51,2021.95,0.71,72.85,0.12,585.53,1.0,72.83,0.04,2106.48,1.0,598.58,0.2,65.43,0.06,0.09300376647834274
1,1,1,4,5,2,1,1,2,1,1,1,1,0.25939992404101786,0.25939992404101786,0.18716,2.00571,0.04155447945074113,3.2154979186679475,445.99,0.0,1670.2,0.0,2674.38,0.0,1566.51,0.0,2741.45,0.0,134.31,0.0,564.77,0.0,143.24,0.0,71214.92,0.37,108949.29,0.29,147289.88,0.08,72849.17,0.26,0.14159344357728904,,,,
2,3,9,2,4,1,1,1,2,2,2,1,1,0.21867321867321868,0.21867321867321868,0.17751,1.98635,0.039547422726802166,3.272234273318872,1157.9,0.31,175.94,0.0,1157.9,0.34,432.15,0.0,93738.35,0.28,783.47,0.0,432.15,0.0,797.46,0.0,33.4,0.0,153.21,0.0,250.48,0.09,530.97,0.14,531.17,0.22,51.33,0.0,0.0952204712105516
1,4,1,1,3,2,2,4,2,1,1,1,1,0.21803588290840414,0.2158640226628895,0.18907,2.0051,0.04198510306138366,3.2427937915742793,236.55,0.31,983.69,0.28,1571.6,0.21,873.45,0.4,1601.72,0.34,83.26,0.15,336.19,0.33,115.77,0.1,379.69,0.57,368.99,0.28,343.76,0.08,351.78,0.17,0.1834067023798294,,,,
2,4,6,4,1,1,3,2,2,2,1,2,1,0.21355446355446356,0.21212121212121213,0.19965,2.31335,0.04208379300096222,3.179045092838196,310.06,0.43,119.29,0.28,132.7,0.21,316.99,0.24,140.76,0.24,643.28,0.19,316.29,0.39,656.11,0.31,29.42,0.1,144.3,0.3,166.26,0.08,188.54,0.06,129.03,0.19,42.59,0.05,-0.08764123888729569
